exchange,stockCode,stockSymbol,companyName
BSE,543317,GRINFRA,G R Infraprojects Limited
BSE,505714,GABRIEL,Gabriel India
BSE,502850,ZGAEKWAR,Gaekwar Mills
BSE,524624,GAGAN,Gagan Gases
BSE,532155,GAIL,GAIL
BSE,538609,GAJANANSEC,Gajanan Securities Services
BSE,539228,GGPL,Gala Global Products
BSE,542802,GALACTICO,Galactico Corp services
BSE,538881,GALADAFIN,Galada Finance
BSE,504697,GALADA,Galada Power & Telecom
BSE,531911,GALAGEX,Galaxy Agrico Exports
BSE,526073,GALXBRG,Galaxy Bearings
BSE,506186,GCKL,Galaxy Cloud Kitchens
BSE,540935,GALAXYSURF,Galaxy Surfactants
BSE,532726,GALLANTT,Gallantt Ispat
BSE,531902,GALLOPENT,Gallops Enterprise
BSE,513108,GANDHITUBE,Gandhi Special Tubes
BSE,500153,GANESHBE,Ganesh Benzoplast
BSE,541703,GFIL,Ganesh Films India
BSE,504397,GANHOLD,Ganesh Holdings
BSE,526367,GANESHHOUC,Ganesh Housing Corporation
BSE,514167,GANECOS,Ganesha Ecosphere
BSE,531813,GANGAPA,Ganga Papers India
BSE,539680,GANGAPHARM,Ganga Pharmaceuticals
BSE,540647,GANGESSEC,Ganges Securities
BSE,512443,GANONPRO,Ganon Products
BSE,539492,GARBIFIN,Garbi Finvest
BSE,542011,GRSE,Garden Reach Shipbuilders
BSE,530615,GARGFUR,Garg Furnace
BSE,539216,GARMNTMNTR,Garment Mantra Lifestyle
BSE,526727,GARNET,Garnet Construction
BSE,512493,GARNETINT,Garnet International
BSE,530161,GARODCH,Garodia Chemicals
BSE,500655,GRWRHITECH,Garware Hi-Tech Films
BSE,509563,GARWAMAR,Garware Marine Industries
BSE,514400,GARWSYN,Garware Synthetics
BSE,509557,GARFIBRES,Garware Technical Fibres
BSE,543489,GATEWAY,GATEWAY
BSE,532345,GATI,GATI
BSE,540613,GEL,Gautam Exim
BSE,540936,GGL,Gautam Gems
BSE,890175,GGLPP,Gautam Gems Limited
BSE,524564,GAYATRIBI,Gayatri Bioorganics
BSE,541546,GAYAHWS,Gayatri Highways
BSE,532183,GAYATRI,Gayatri Sugars
BSE,538319,GCMCAPI,GCM Capital Advisors
BSE,535917,GCMCOMM,GCM Commodity & Derivatives
BSE,535431,GCMSECU,GCM Securities
BSE,504346,GDTRAGN,GD Trading & Agencies
BSE,530855,GDLLEAS,GDL Leasing & Finance
BSE,532309,GEPIL,GE Power India
BSE,522275,GET&D,GE T&D India
BSE,504028,GEE,GEE
BSE,532764,GEECEE,GeeCee Ventures
BSE,521133,GEMSPIN,Gem Spinners India
BSE,531137,GEMSI,Gemstone Investments
BSE,540755,GICRE,General Insurance Corporation of India
BSE,539407,GENCON,Generic Engineering Construction
BSE,514336,GENESIS,Genesis IBRC India
BSE,506109,GENESYS,Genesys International Corp
BSE,531739,GENNEX,Gennex Laboratories
BSE,539206,GVBL,Genomic Valley Biotech
BSE,531592,GENPHARMA,Genpharmasec
BSE,542851,GENSOL,Gensol Engineering
BSE,538961,GENUSPAPER,Genus Paper & Boards
BSE,530343,GENUSPOWER,Genus Power Infrastructures
BSE,532425,GENUSPRIME,Genus Prime Infra
BSE,532285,GEOJITFSL,Geojit Financial Services
BSE,543372,GETALONG,Getalong Enterprise
BSE,531399,GGAUTO,GG Automotive Gears
BSE,505250,GGDANDE,GG Dandekar Machine Work
BSE,543918,GHCLTEXTIL,GHCL Textiles
BSE,533048,GISOLUTION,GI Engineering Solutions
BSE,542918,GIANLIFE,Gian Life Care
BSE,511676,GICHSGFIN,GIC Housing Finance
BSE,538788,GILADAFINS,Gilada Finance & Investments
BSE,532716,GILLANDERS,Gillanders Arbuthnot
BSE,507815,GILLETTE,Gillette India
BSE,531744,GINISILK,Gini Silk Mills
BSE,590025,GINNIFILA,Ginni Filaments
BSE,539013,GITARENEW,Gita Renewable Energy
BSE,531758,GKCONS,GK Consultants
BSE,533212,GKB,GKB Ophthalmics
BSE,542666,GKP,GKP Printing & Packaging
BSE,531199,GLANCE,Glance Finance
BSE,543245,GLAND,Gland Pharma
BSE,500660,GLAXO,GlaxoSmithKline Pharmaceuticals
BSE,543322,GLS,Glenmark Life Sciences
BSE,532296,GLENMARK,Glenmark Pharmaceuticals
BSE,513528,GLITTEKG,Glittek Granites
BSE,530263,GLOBALCA,Global Capital Markets
BSE,543654,MEDANTA,Global Health
BSE,543520,GLHRL,Global Longlife Hospital and Research
BSE,501848,GLOBOFFS,Global Offshore Services
BSE,543829,GSLSU,Global Surfaces
BSE,532773,GLOBALVECT,Global Vectra Helicorp
BSE,540654,GSTL,GlobalSpace Technologies
BSE,540266,GLCL,Globe Commercials
BSE,526025,GLOBUSCON,Globus Constructors & Developers
BSE,533104,GLOBUSSPR,Globus Spirits
BSE,542351,GLOSTERLTD,Gloster
BSE,507488,GMBREW,GM Breweries
BSE,505255,GMM,GMM Pfaudler
BSE,532754,GMRINFRA,GMR Airports Infrastructure
BSE,543490,GMRP&UI,GMR Power & Urban Infra
BSE,540124,GNA,GNA Axles
BSE,543401,GOCOLORS,Go Colors
BSE,509567,GOACARBON,Goa Carbon
BSE,542850,GOBLIN,Goblin India
BSE,530317,GODAVARI,Godavari Drugs
BSE,532734,GPIL,Godawari Power & ISPAT
BSE,500163,GODFRYPHLP,Godfrey Phillips India
BSE,540743,GODREJAGRO,Godrej Agrovet
BSE,532424,GODREJCP,Godrej Consumer Products
BSE,500164,GODREJIND,Godrej Industries
BSE,533150,GODREJPROP,Godrej Properties
BSE,543538,GOEL,Goel Food Products
BSE,538787,GBFL,Goenka Business & Finance
BSE,533189,GOENKA,Goenka Diamond & Jewels
BSE,531600,GOGIACAP,Gogia Capital Services
BSE,532957,GOKAKTEX,Gokak Textiles
BSE,532630,GOKEX,Gokaldas Exports
BSE,539725,GOKULAGRO,Gokul Agro Resources
BSE,532980,GOKUL,Gokul Refoils and Solvent
BSE,538542,GOLDCOINHF,Gold Coin Health Foods
BSE,538180,GOLDLINE,Gold Line International Finvest
BSE,501111,ZGOLDINV,Gold Rock Investments
BSE,531928,GOLCA,Golden Carpets
BSE,540062,GOLDENCREST,Golden Crest Education
BSE,500151,GOLDENTOBC,Golden Tobacco
BSE,526729,GOLDIAM,Goldiam International
BSE,531439,GOLDTECH,Goldstone Technologies
BSE,531360,GOLECHA,Golechha Global Finance
BSE,513309,GOLKONDA,Golkonda Aluminium
BSE,523676,GOLKUNDIA,Golkunda Diamonds & Jewellery
BSE,530655,GOODLUCK,Goodluck India
BSE,500166,GOODRICKE,Goodricke Group
BSE,500168,GOODYEAR,Goodyear India
BSE,531913,GOPAIST,Gopal Iron & Steels Company
BSE,531608,GORANIN,Gorani Industries
BSE,531111,GOTHIPL,Gothi Plascon
BSE,530709,GOWRALE,Gowra Leasing & Finance
BSE,541152,GOYALALUM,Goyal Aluminiums
BSE,530663,GOYALASS,Goyal Associates
BSE,532543,GULFPETRO,GP Petroleums
BSE,533761,GPTINFRA,GPT Infraprojects
BSE,532482,GRANULES,Granules India
BSE,509488,GRAPHITE,Graphite India
BSE,500300,GRASIM,Grasim Industries
BSE,526751,GRATEXI,Gratex Industries
BSE,505710,GRAUWEIL,Grauer & Weil
BSE,509546,GRAVISSHO,Graviss Hospitality
BSE,533282,GRAVITA,Gravita India
BSE,532015,GRAVITY,Gravity India
BSE,500620,GESHIP,Great Eastern Shipping Company
BSE,501455,GREAVESCOT,Greaves Cotton
BSE,531737,GREENCREST,Greencrest Financial Services
BSE,538979,GRNLAMIND,Greenlam Industries
BSE,542857,GREENPANEL,Greenpanel Industries
BSE,526797,GREENPLY,Greenply Industries
BSE,543324,GCSL,Gretex Corporate Services
BSE,506076,GRINDWELL,Grindwell Norton
BSE,531449,GRMOVER,GRM Overseas
BSE,539522,GROVY,Grovy India
BSE,539222,GROWINGTON,Growington Ventures
BSE,513059,GSAUTO,GS Auto International
BSE,511543,GSBFIN,GSB Finance
BSE,530469,GSLSEC,Gsl Securities
BSE,532951,GSS,GSS Infotech
BSE,500160,GTL,GTL
BSE,532775,GTLINFRA,GTL Infrastructure
BSE,500170,GTNINDS,GTN Industries
BSE,532744,GTNTEX,GTN Textiles
BSE,540602,GTPL,GTPL Hathway
BSE,539479,GTV,GTV Engineering
BSE,509079,GUFICBIO,Gufic BioSciences
BSE,530001,GUJALKALI,Gujarat Alkalies & Chemicals
BSE,524226,GAEL,Gujarat Ambuja Exports
BSE,522217,GUJAPOLLO,Gujarat Apollo Industries
BSE,513507,GUJCONT,Gujarat Containers
BSE,514386,GUJCOTEX,Gujarat Cotex
BSE,526965,GUJCRAFT,Gujarat Craft Industries
BSE,511441,GUJCRED,Gujarat Credit
BSE,542812,FLUOROCHEM,Gujarat Fluorochemicals
BSE,500173,GFLLIMITED,Gujarat Fluorochemicals
BSE,539336,GUJGAS,Gujarat Gas
BSE,500171,GHCL,Gujarat Heavy Chemicals
BSE,507960,GUJHOTE,Gujarat Hotels
BSE,540938,GUJHYSPIN,Gujarat Hy Spin
BSE,517300,GIPCL,Gujarat Industries Power Company
BSE,524238,GUJINJEC,GUJARAT INJECT (KERALA) L
BSE,517372,GUJINTRX,Gujarat Intrux
BSE,531341,GUJINV,Gujarat Investa
BSE,500174,GLFL,Gujarat Lease Financing
BSE,531881,GMETCOAL,Gujarat Metallic Coal Coke
BSE,532181,GMDCLTD,Gujarat Mineral Development Corporation
BSE,500670,GNFC,Gujarat Narmada Valley Fertilizers & Che
BSE,513536,GNRL,Gujarat Natural Resources
BSE,506858,GUJPETR,Gujarat Petrosynthese
BSE,533248,GPPL,Gujarat Pipavav Port
BSE,517288,GUJARATPOLY,Gujarat Poly Avx Electronics
BSE,523836,GUJRAFIA,Gujarat Raffia Industries
BSE,509152,GRPLTD,Gujarat Rubber Products
BSE,500690,GSFC,Gujarat State Fertilizers & Chemicals
BSE,532160,GUJSTATFIN,Gujarat State Financial Corp
BSE,532702,GSPL,Gujarat State Petronet
BSE,506879,GUJTHEM,Gujarat Themis Biosyn
BSE,513337,GUJTLRM,Gujarat Toolroom
BSE,506480,GOCLCORP,GULF Oil Corporation
BSE,538567,GULFOILLUB,Gulf Oil Lubricants India
BSE,532457,GULPOLY,Gulshan Polyols
BSE,523277,GVFILM,GV Films
BSE,532708,GVKPIL,GVK POWER & INFRASTRUCTUR
BSE,533275,SHAH,Gyscoal Alloys
BSE,539854,HALDER,Halder Venture
BSE,515147,HALDYNGL,Haldyn Glass
BSE,538731,HANMAN,Hanman Fit
BSE,543227,HAPPSTMNDS,Happiest Minds Technologies
BSE,509597,HARDCAS,Hardcastle & Waud Mfg
BSE,541276,HARDWYN,Hardwyn India
BSE,531971,HARIGOV,Hari Govind International
BSE,538081,HARIAAPL,Haria Apparels
BSE,512604,HARIAEXPO,Haria Exports
BSE,543517,HARIOMPIPE,Hariom Pipe Industries
BSE,542682,HARISH,Harish Textile Engineers
BSE,526931,HRYNSHP,Hariyana Ship Breakers
BSE,506024,HVL,Hariyana Ventures
BSE,530055,HRMNYCP,Harmony Capital Services
BSE,500467,HARRMALAYA,Harrison Malayalam
BSE,543600,HARSHA,Harsha Engineers
BSE,532855,HARYNACAP,Haryana Capfin
BSE,530927,HARAFIN,Haryana Financial Corporation
BSE,524080,HARLETH,Haryana Leather Chemicals
BSE,531387,HASTIFIN,Hasti Finance
BSE,509073,HATHWAYB,Hathway Bhawani Cabletel and Datacom
BSE,533162,HATHWAY,Hathway Cable & Datacom
BSE,531531,HATSUN,Hatsun Agro Product
BSE,517354,HAVELLS,Havells India
BSE,539176,HAWAENG,Hawa Engineers
BSE,508486,HAWKINCOOK,Hawkins Cookers
BSE,532467,HAZOOR,Hazoor Multi Projects
BSE,532334,HBESD,HB Estate Developers
BSE,508956,HBLEAS,HB Leasing & Finance Co.
BSE,532333,HBPOR,HB Portfolio
BSE,532216,HBSTOCK,HB Stockholdings
BSE,517271,HBLPOWER,HBL Power Systems
BSE,500179,HCL-INSYS,HCL Infosystems
BSE,532281,HCLTECH,HCL Technologies
BSE,961912,HDFCBW3,HDFC
BSE,541729,HDFCAMC,HDFC AMC
BSE,500180,HDFCBANK,HDFC Bank
BSE,543224,HDFCNIFBAN,HDFC Banking ETF
BSE,540777,HDFCLIFE,HDFC Life Insurance
BSE,539516,HDFCNIFTY,HDFC Mutual Fund
BSE,539517,HDFCSENSEX,HDFC Mutual Fund
BSE,543483,H1861D46DG,HDFC Mutual Fund
BSE,543484,H1861D46DD,HDFC Mutual Fund
BSE,543485,H1861D46DQ,HDFC Mutual Fund
BSE,543486,H1861D46RG,HDFC Mutual Fund
BSE,543487,H1861D46RD,HDFC Mutual Fund
BSE,543488,H1861D46RQ,HDFC Mutual Fund
BSE,543491,H1162D46DG,HDFC Mutual Fund
BSE,543492,H1162D46DD,HDFC Mutual Fund
BSE,543493,H1162D46DQ,HDFC Mutual Fund
BSE,543494,H1162D46RG,HDFC Mutual Fund
BSE,543495,H1162D46RD,HDFC Mutual Fund
BSE,543496,H1162D46RQ,HDFC Mutual Fund
BSE,543506,H1876D46DG,HDFC Mutual Fund
BSE,543507,H1876D46DD,HDFC Mutual Fund
BSE,543508,H1876D46DQ,HDFC Mutual Fund
BSE,543509,H187646RG,HDFC Mutual Fund
BSE,543510,H1876D46RD,HDFC Mutual Fund
BSE,543511,H1876D46RQ,HDFC Mutual Fund
BSE,543557,H1158D46DG,HDFC Mutual Fund
BSE,543558,H1158D46DD,HDFC Mutual Fund
BSE,543559,H1158D46DQ,HDFC Mutual Fund
BSE,543560,H1158D46RG,HDFC Mutual Fund
BSE,543561,H1158D46RD,HDFC Mutual Fund
BSE,543562,H1158D46RQ,HDFC Mutual Fund
BSE,543569,HDFCNIF100,HDFC Mutual Fund
BSE,543570,HDFCNEXT50,HDFC Mutual Fund
BSE,543584,HDFC1406DG,HDFC Mutual Fund
BSE,543585,HDFC1406DD,HDFC Mutual Fund
BSE,543586,HDFC1406DQ,HDFC Mutual Fund
BSE,543587,HDFC1406RG,HDFC Mutual Fund
BSE,543588,HDFC1406RD,HDFC Mutual Fund
BSE,543589,HDFC1406RQ,HDFC Mutual Fund
BSE,543592,HDFCSILVER,HDFC Mutual Fund
BSE,543605,HDFCQUAL,HDFC Mutual Fund
BSE,543607,HDFCGROWTH,HDFC Mutual Fund
BSE,543608,HDFCVALUE,HDFC Mutual Fund
BSE,543627,HDFCLOWVOL,HDFC Mutual Fund
BSE,543628,HDFCMOMENT,HDFC Mutual Fund
BSE,543629,HDFC1359DG,HDFC Mutual Fund
BSE,543630,HDFC1359DD,HDFC Mutual Fund
BSE,543631,HDFC1359DQ,HDFC Mutual Fund
BSE,543632,HDFC1359RG,HDFC Mutual Fund
BSE,543633,HDFC1359RD,HDFC Mutual Fund
BSE,543634,HDFC1359RQ,HDFC Mutual Fund
BSE,543665,HDFCNIFIT,HDFC Mutual Fund
BSE,543666,HDFCPVTBAN,HDFC Mutual Fund
BSE,543726,HDFC1204DG,HDFC Mutual Fund
BSE,543727,HDFC1204DD,HDFC Mutual Fund
BSE,543728,HDFC1204DQ,HDFC Mutual Fund
BSE,543729,HDFC1204RG,HDFC Mutual Fund
BSE,543730,HDFC1204RD,HDFC Mutual Fund
BSE,543731,HDFC1204RQ,HDFC Mutual Fund
BSE,543774,HDFCBSE500,HDFC Mutual Fund
BSE,543775,HDFCSML250,HDFC Mutual Fund
BSE,543776,HDFCMID150,HDFC Mutual Fund
BSE,543793,HDFC2638DG,HDFC Mutual Fund
BSE,543794,HDFC2638DQ,HDFC Mutual Fund
BSE,543795,HDFC2638RG,HDFC Mutual Fund
BSE,543796,HDFC2638RD,HDFC Mutual Fund
BSE,543797,HDFC2638RQ,HDFC Mutual Fund
BSE,543837,HFMPM23DGR,HDFC Mutual Fund
BSE,543838,HFMPM23DND,HDFC Mutual Fund
BSE,543839,HFMPM23DQD,HDFC Mutual Fund
BSE,543840,HFMPM23RGR,HDFC Mutual Fund
BSE,543841,HFMPM23RND,HDFC Mutual Fund
BSE,543842,HFMPM23RQD,HDFC Mutual Fund
BSE,537378,HCPO36MJDG,HDFC MUTUAL FUND - HDFC C
BSE,537379,HCPO36MJDD,HDFC MUTUAL FUND - HDFC C
BSE,537381,HCPO36MJRD,HDFC MUTUAL FUND - HDFC C
BSE,533230,HDFCGOLD,HDFC MUTUAL FUND - HDFC G
BSE,540210,HEADSUP,Heads UP Ventures
BSE,539787,HCG,Healthcare Global Enterprises
BSE,503689,HEALINV,Healthy Investments
BSE,543546,HEALTHYLIFE,Healthy Life Agritec
BSE,526967,HEERAISP,Heera Ispat
BSE,509631,HEG,HEG
BSE,500292,HEIDELBERG,Heidelberg Cement
BSE,539174,HELPAGE,Helpage Finlease
BSE,505520,ZHEMHOLD,HEM Holdings & Trading
BSE,502133,HEMACEM,HEMADRI CEMENTS LTD.
BSE,531178,HEMANG,Hemang Resources
BSE,543916,HSIL,Hemant Surgical Industries
BSE,543242,HEMIPROP,Hemisphere Properties India
BSE,543266,HERANBA,Heranba Industries
BSE,505720,HERCULES,Hercules Hoists
BSE,519552,HERITGFOOD,Heritage Foods
BSE,500182,HEROMOTOCO,Hero Motocorp
BSE,524669,HESTERBIO,Hester Biosciences
BSE,506390,HEUBACHIND,Heubach Colorants India
BSE,534328,HEXATRADEX,Hexa Tradex
BSE,513723,HGIND,HG Industries
BSE,541019,HGINFRA,HG Infra Engineering
BSE,542332,HIKLASS,Hi-Klass Trading and Investment
BSE,522073,HITECHGEAR,Hi-Tech Gears
BSE,543411,HITECH,Hi-Tech Pipes
BSE,504176,HIGHENE,High Energy Batteries
BSE,531301,HIGHSTREE,High Street Filatex
BSE,524735,HIKAL,Hikal
BSE,539697,HILIKS,Hiliks Technologies
BSE,532847,HILTON,Hilton Metal Forging
BSE,505712,HIMTEK,Him Teknoforge
BSE,514010,HIMFIBP,Himachal Fibres
BSE,500183,HFCL,Himachal Futuristic Communications
BSE,500184,HSCL,Himadri Speciality Chemical
BSE,526899,HFIL,Himalya Food International
BSE,514043,HIMATSEIDE,Himatsingka Seide
BSE,531979,HINDALUMI,Hind Aluminium Industries
BSE,538652,HCLTD,Hind Commerce
BSE,504036,HIRECT,Hind Rectifiers
BSE,500440,HINDALCO,Hindalco Industries
BSE,509895,HINDMILL,Hindoostan Mills
BSE,543645,HPIL,Hindprakash Industries
BSE,532859,HGS,Hinduja Global Solutions
BSE,514428,HINDADH,Hindustan Adhesives
BSE,541154,HAL,Hindustan Aeronautics
BSE,531918,HINDAPL,Hindustan Appliances
BSE,532041,HINDBIO,Hindustan Bio Sciences
BSE,509635,HINDCOMPOS,Hindustan Composites
BSE,500185,HCC,Hindustan Construction Company
BSE,513599,HINDCOPPER,Hindustan Copper
BSE,505725,AQFINTECH,Hindustan Everest Tools
BSE,524013,HINFLUR,Hindustan Fluorocarbons
BSE,519126,HNDFDS,Hindustan Foods
BSE,505893,HINDHARD,Hindustan Hardy
BSE,509650,ZHINDHSG,Hindustan Housing
BSE,533217,HMVL,Hindustan Media Ventures
BSE,500500,HINDMOTORS,Hindustan Motors
BSE,515145,HINDNATGLS,Hindustan National Glass & Industries
BSE,500186,HINDOILEXP,Hindustan Oil Exploration
BSE,500449,HOCL,Hindustan Organic Chemicals
BSE,500104,HINDPETRO,Hindustan Petroleum
BSE,530315,HINDTIN,Hindustan Tin Works
BSE,513039,ZHINUDYP,Hindustan Udyog
BSE,500696,HINDUNILVR,Hindustan Unilever
BSE,500188,HINDZINC,Hindustan Zinc
BSE,539984,HUIL,Hindusthan Urban Infra
BSE,542905,HINDWAREAP,Hindware Home Innovation
BSE,530853,HIPOLIN,Hipolin
BSE,531743,HIRAUTO,Hira Automobiles
BSE,590018,HISARMET,Hisar Metal Industries
BSE,521068,HISARSP,Hisar Spinning Mills
BSE,532359,HITKITGLO,Hit Kit Global Solutions
BSE,543187,POWERINDIA,Hitachi Energy India
BSE,526217,HITECHCORP,Hitech Corporation
BSE,531661,HITTCO,Hittco Tools
BSE,522215,HLEGLAS,HLE Glascoat
BSE,543929,HMAAGRO,HMA Agro Industries
BSE,500191,HMT,HMT
BSE,543259,HOMEFIRST,Home First Finance Company
BSE,522064,HONDAPOWER,Honda India Power Products
BSE,517174,HONAUT,Honeywell Automation
BSE,500193,HLVLTD,Hotel Leela Venture
BSE,532873,HDIL,Housing Development and Infra
BSE,532761,HOVS,HOV Services
BSE,526761,HOWARHO,Howard Hotels
BSE,543433,HPAL,HP Adhesives
BSE,502873,HPCOTTON,HP Cotton Textile Mills
BSE,540136,HPL,HPL Electric & Power
BSE,532145,HOTLSILV,HS India
BSE,532662,HTMEDIA,HT Media
BSE,532799,HUBTOWN,Hubtown
BSE,540530,HUDCO,HUDCO
BSE,509820,HUHTAMAKI,Huhtamaki PPL
BSE,542592,HBEL,Humming Bird Education
BSE,500262,HYBRIDFIN,Hybrid Financial Services
BSE,509675,HIL,Hyderabad Industries
BSE,519463,IBINFO,IB Infotech Enterprises
BSE,511194,ICDSLTD,ICDS
BSE,532174,ICICIBANK,ICICI Bank
BSE,540716,ICICIGI,ICICI Lombard General Insurance
BSE,543219,ICICIALPLV,ICICI Pru Alpha Low Vol 30 ETF
BSE,542921,ICICIM150,ICICI Pru Midcap 150 ETF
BSE,539980,ICICIMCAP,ICICI Pru Midcap Select ETF
BSE,537008,ICICINF100,ICICI Pru Nifty 100 ETF
BSE,540612,ICICILOVOL,ICICI Pru Nifty Low Vol 30 ETF
BSE,541809,ICICINXT50,ICICI Pru Nifty Next 50 ETF
BSE,542758,ICICIBANKP,ICICI Pru Private Banks ETF
BSE,541313,ICICI500,ICICI Pru S&P BSE 500 ETF
BSE,542730,ICICIBANKN,ICICI Prudential Bank ETF
BSE,533244,ICICIGOLD,ICICI Prudential Gold ETF
BSE,543221,ICICITECH,ICICI Prudential IT ETF
BSE,540133,ICICIPRULI,ICICI Prudential Life Insurance
BSE,541946,ICICILIQ,ICICI Prudential Liquid ETF
BSE,542552,IPRU3315,ICICI Prudential Mutual F
BSE,542553,IPRU3316,ICICI Prudential Mutual F
BSE,542555,IPRU9517,ICICI Prudential Mutual F
BSE,543292,ICICIPHARM,ICICI Prudential Mutual F
BSE,543326,ICICIFMCG,ICICI Prudential Mutual F
BSE,543383,ICICICONSU,ICICI Prudential Mutual F
BSE,543450,ICICIAUTO,ICICI Prudential Mutual F
BSE,543452,ICICISILVE,ICICI Prudential Mutual F
BSE,543480,ICICI5GSEC,ICICI Prudential Mutual F
BSE,543568,ICICIMOM30,ICICI Prudential Mutual F
BSE,543571,ICICIINFRA,ICICI Prudential Mutual F
BSE,543677,ICICIFIN,ICICI Prudential Mutual F
BSE,543693,IPRU3511,ICICI Prudential Mutual F
BSE,543694,IPRU3512,ICICI Prudential Mutual F
BSE,543695,IPRU3513,ICICI Prudential Mutual F
BSE,543696,IPRU9713,ICICI Prudential Mutual F
BSE,543697,IPRU9714,ICICI Prudential Mutual F
BSE,543698,IPRU9715,ICICI Prudential Mutual F
BSE,543700,ICICI10GS,ICICI Prudential Mutual F
BSE,543710,ICICICOMMO,ICICI Prudential Mutual F
BSE,543815,IPRU3533,ICICI Prudential Mutual F
BSE,543816,IPRU3534,ICICI Prudential Mutual F
BSE,543817,IPRU9735,ICICI Prudential Mutual F
BSE,543818,IPRU9736,ICICI Prudential Mutual F
BSE,543819,PSUBANKICI,ICICI Prudential Mutual F
BSE,537007,ICICINIFTY,ICICI Prudential Nifty ETF
BSE,539945,ICICINV20,ICICI Prudential NV20 ETF
BSE,555555,ICICISENSX,ICICI Prudential Sensex ETF
BSE,541179,ISEC,ICICI Securities
BSE,542935,ICLORGANIC,ICL Organic Dairy Product
BSE,532835,ICRA,ICRA
BSE,511260,IDINFO,Id Info Business Services
BSE,500116,IDBI,IDBI Bank
BSE,533719,LICMFGOLD,IDBI Gold ETF
BSE,543932,IDEAFORGE,Ideaforge Technology
BSE,532659,IDFC,IDFC
BSE,539437,IDFCFIRSTB,IDFC First Bank
BSE,542536,IDFTP179RG,IDFC Mutual Fund
BSE,542537,IDFTP179RP,IDFC Mutual Fund
BSE,542539,IDFTP179DG,IDFC Mutual Fund
BSE,542541,IDFTP179DH,IDFC Mutual Fund
BSE,540154,IDFSENSEXE,IDFC Sensex ETF
BSE,534969,IDFCYDSIID,IDFC YEARLY INTERVAL FUND
BSE,524614,INDXTRA,IEL LIMITED
BSE,507438,IFBAGRO,IFB Agro Industries
BSE,505726,IFBIND,IFB Industries
BSE,500106,IFCI,IFCI
BSE,540774,IFGLEXPOR,IFGL Refractories
BSE,540377,IFL,IFL Enterprises
BSE,500199,IGPL,IG Petrochemicals
BSE,517380,IGARASHI,Igarashi Motors India
BSE,539449,IGCIL,IGC Industries
BSE,540456,IIFCLIDFII,IIFCL Mutual Fund
BSE,537488,IIFCLIDFSRI,IIFCL MUTUAL FUND INFRAST
BSE,532636,IIFL,IIFL Finance
BSE,542773,IIFLSEC,IIFL Securities
BSE,531968,IITLPROJ,IITL Projects
BSE,543923,IKIO,IKIO Lighting
BSE,532907,IL&FSENGG,IL&FS Engg & Const Company
BSE,511208,IVC,IL&FS Investment Managers
BSE,533177,IL&FSTRANS,IL&FS Transportation Networks
BSE,511628,IMCAP,IM+ Capitals
BSE,539056,IMAGICAA,Imagicaaworld Entertainment
BSE,517571,INDLMETER,IMP Powers
BSE,532614,IMPEXFERRO,Impex Ferro Tech
BSE,531129,INANI,Inani Marbles & Industries
BSE,531672,INANISEC,Inani Securities
BSE,517370,INCAP,Incap
BSE,531594,INCON,Incon Engineers
BSE,538365,INCREDIBLE,Incredible Industries
BSE,523465,INDBNK,Ind Bank Housing
BSE,536709,INDRENEW,IND Renewable Energy
BSE,503639,INDSOYA,Ind Soya
BSE,524652,INDSWFTLTD,Ind Swift
BSE,532305,INDSWFTLAB,Ind Swift Laboratories
BSE,517077,INDAGIV,Ind-Agiv Commerce
BSE,509162,INDAG,Indag Rubber
BSE,511473,INDBANK,Indbank Merchant Banking
BSE,531505,INDERGR,Indergiri Finance
BSE,530005,INDIACEM,India Cements
BSE,511355,INDCEMCAP,India Cements Capital
BSE,535667,IFINSEC,India Finsec
BSE,531253,INDGELA,India Gelatine & Chemicals
BSE,500201,INDIAGLYCO,India Glycols
BSE,540565,INDIGRID,India Grid Trust
BSE,530979,INDIAHOME,India Home Loans
BSE,542543,INFRATRUST,India Infrastructure Trust
BSE,500202,INDLEASE,India Lease Development
BSE,590065,IMPAL,India Motor Parts & Accessories
BSE,532240,INDNIPPON,India Nippon Electricals
BSE,543311,IPL,India Pesticides Limited
BSE,505100,INRADIA,INDIA RADIATORS LTD.
BSE,513361,ISWL,India Steel Works
BSE,532189,ITDC,India Tourism Development Corporation
BSE,543715,IEL,Indiabulls Enterprises
BSE,535789,IBULHSGFIN,Indiabulls Housing Finance
BSE,532832,IBREALEST,Indiabulls Real Estate
BSE,542726,INDIAMART,IndiaMART InterMesh
BSE,514165,INDIANACRY,Indian Acrylics
BSE,532814,INDIANB,Indian Bank
BSE,504731,IBRIGST,Indian Bright Steel
BSE,509692,INDIANCARD,Indian Card Clothing Company
BSE,540750,IEX,Indian Energy Exchange
BSE,543925,IHCT,Indian Highway Concession
BSE,500850,INDHOTEL,Indian Hotels Company
BSE,504741,INDIANHUME,Indian Hume Pipe
BSE,509051,INDINFO,Indian Infotech & Software
BSE,533047,IMFA,Indian Metals & Ferro Alloys
BSE,530965,IOC,Indian Oil Corporation
BSE,532388,IOB,Indian Overseas Bank
BSE,543257,IRFC,Indian Railway Finance Corp
BSE,500319,INDSUCR,Indian Sucrose
BSE,533329,INDTERRAIN,Indian Terrain Fashions
BSE,523586,INDTONER,Indian Toners & Developers
BSE,501700,INDIANVSH,Indianivesh
BSE,543258,INDIGOPNTS,Indigo Paints
